,Instancia,Modularidad1,Time1,Best1,Dev1,Modularidad2,Time2,Best2,Dev2,Modularidad3,Time3,Best3,Dev3,Modularidad4,Time4,Best4,Dev4,Modularidad5,Time5,Best5,Dev5,Modularidad6,Time6,Best6,Dev6,Modularidad7,Time7,Best7,Dev7
0,graph0.gml,0.5743749999999993,1.839038610458374,0,0.0800800800800804,0.6243749999999995,1.6516947746276855,1,0.0,0.49999999999999983,1.6286237239837646,0,0.19919919919919876,0.4743750000000001,1.6345555782318115,0,0.2402402402402394,0.5243749999999998,1.6294784545898438,0,0.16016016016015958,0.6243749999999993,1.600106954574585,1,0.0,0.5,1.6027274131774902,0,0.19919919919919837
1,graph1.gml,0.49999999999999983,1.681171178817749,0,0.25857275254865536,0.6743749999999991,1.63071870803833,1,0.0,0.4999999999999997,1.6040832996368408,0,0.2585727525486555,0.5,1.622530221939087,0,0.25857275254865514,0.49999999999999983,1.6255266666412354,0,0.1666666666666663,0.5999999999999995,1.613842248916626,1,0.0,0.4999999999999997,1.6202058792114258,0,0.1666666666666665
2,graph2.gml,0.6499999999999995,1.6939599514007568,1,0.0,0.6243749999999996,1.64528489112854,0,0.0394230769230768,0.6243749999999993,1.6429383754730225,0,0.03942307692307714,0.49999999999999983,1.6602518558502197,0,0.2307692307692304,0.4999999999999997,1.6817989349365234,0,0.1991991991991995,0.6243749999999999,1.664539098739624,1,0.0,0.45000000000000007,1.654270887374878,0,0.27927927927927904
3,graph3.gml,0.49999999999999983,1.6888670921325684,0,0.3934799090219866,0.5,1.7673389911651611,0,0.39347990902198643,0.8243750000000001,1.7725846767425537,1,0.0,0.49999999999999956,1.674255609512329,0,0.39347990902198693,0.49999999999999956,1.668442964553833,0,5.551115123125785e-16,0.49750000000000033,1.6682090759277344,0,0.004999999999999007,0.49999999999999983,1.668990135192871,0,0.0
4,graph4.gml,0.4999999999999999,1.7115118503570557,0,2.220446049250313e-16,0.5,1.6820449829101562,1,0.0,0.4999999999999999,1.6550681591033936,0,2.220446049250313e-16,0.4987499999999991,1.6904475688934326,0,0.002500000000001834,0.6743749999999988,1.6760280132293701,1,0.0,0.5,1.6917202472686768,0,0.25857275254865486,0.49999999999999983,1.6744129657745361,0,0.25857275254865514
5,graph5.gml,0.5743749999999999,1.7318358421325684,1,0.0,0.5243749999999998,1.6836163997650146,0,0.08705114254624602,0.4743750000000001,1.6745615005493164,0,0.17410228509249145,0.4743750000000001,1.6915867328643799,0,0.17410228509249145,0.5,1.6699504852294922,0,0.12948857453753976,0.5743749999999993,1.6618108749389648,1,0.0,0.4999999999999997,1.6836285591125488,0,0.12948857453754023
6,graph6.gml,0.5499999999999994,1.7371387481689453,1,0.0,0.47437500000000005,1.6773655414581299,0,0.13749999999999893,0.5243750000000003,1.6724514961242676,0,0.046590909090907545,0.5243749999999998,1.6927218437194824,0,0.04659090909090835,0.5243749999999995,1.6775634288787842,0,0.04659090909090973,0.5499999999999998,1.6765131950378418,1,0.0,0.47437500000000005,1.6637940406799316,0,0.13749999999999965
7,graph7.gml,0.5243749999999997,1.7024013996124268,0,0.16016016016015946,0.49999999999999956,1.6515922546386719,0,0.1991991991991988,0.6243749999999991,1.659651517868042,1,0.0,0.5975000000000004,1.6883182525634766,0,0.04304304304304112,0.49999999999999983,1.6673541069030762,1,0.0,0.4743750000000001,1.6604347229003906,0,0.051249999999999477,0.47187500000000043,1.6638765335083008,0,0.05624999999999882
8,graph8.gml,0.4743749999999992,1.7039167881011963,0,0.27019230769230806,0.5999999999999996,1.6523158550262451,0,0.0769230769230764,0.6499999999999992,1.6377992630004883,1,0.0,0.5987499999999997,1.6495723724365234,0,0.07884615384615329,0.5499999999999996,1.6330840587615967,0,0.15221579961464424,0.5,1.6387689113616943,0,0.22928709055876692,0.64875,1.6629745960235596,1,0.0
9,graph9.gml,0.9743749999999991,1.7547345161437988,1,0.0,0.6743749999999991,1.6632773876190186,0,0.3078896728672229,0.5,1.6698834896087646,0,0.48685054522129523,0.5487499999999997,1.6865880489349365,0,0.4368184733803718,0.4999999999999997,1.67496919631958,0,0.04648390941597159,0.5243749999999998,1.6807191371917725,1,0.0,0.5000000000000002,1.680182933807373,0,0.04648390941597063
